CaseIdentifier,Catchwords,Year,URL,WordCount,ParagraphCount,Author,LegalParties
[2024] SGHC 121,"Equity — Estoppel — Promissory estoppel, Contract — Contractual terms — Exemption clause, Restitution — Unjust enrichment — At the expense of
, Evidence — Proof of evidence — Onus and standard of proof, Contract — Discharge — Stipulated event — Innocent party entitled to terminate in event of breach of warranty or term of contract, Contract — Discharge — Stipulated event — Innocent party entitled to terminate if in its opinion the other party is guilty of gross moral turpitude, Contract — Contractual terms — Implied term not to exercise contractual discretion dishonestly, for an improper purpose, irrationally, capriciously or arbitrarily, Contract — Contractual terms — Contractual term entitling innocent party to clawback full amount of funding or subsidy received under the contract upon termination of contract on fault-based grounds",2024,https://www.elitigation.sg/gd/s/2024_SGHC_121,30251,276,Lee Seiu Kin SJ,"Hsu Sheng Wei Keith and Nico Lee Yin Hao (Emerald Law LLC) for the plaintiff and defendant in counterclaim Cheong Chee Min, Yan Chongshuo and Chee Kai Hao (Lee & Lee) for the defendant and plaintiff in counterclaim."
[2024] SGHC 118,Insolvency Law — Winding up — Unable to pay debts,2024,https://www.elitigation.sg/gd/s/2024_SGHC_118,3238,32,Goh Yihan J,"Kang Hui Lin Jasmin (Kelvin Chia Partnership) Lim Tat, Subir Singh Grewal and Glenda Lim Jia Qian (Aequitas Law LLP) Hing Shan Shan Blossom, Chin Tian Hui Joshua and Clarie Ong Bee Sim (Drew & Napier LLC) for the non-parties."
[2024] SGHC 117,"Companies — Oppression
, Companies — Directors — Duties",2024,https://www.elitigation.sg/gd/s/2024_SGHC_117,13064,138,Kristy Tan JC,Samuel Chacko and Joanna Karolina Korycinska (Legis Point LLC) for the plaintiff Manoj Prakash Nandwani and Nur Halimatul Syafheqah Binte Rosman (Gabriel Law Corporation) for the first defendant The second and third defendants absent and unrepresented.
[2024] SGHC 115,"Trusts — Resulting trusts, Trusts — Constructive trust, Gifts — Presumptions against — Resulting trusts  
",2024,https://www.elitigation.sg/gd/s/2024_SGHC_115,3551,28,Choo Han Teck J,"Kenneth Jerald Pereira, Keerthana Narayanan and David Ooi Tsu Chong (Aldgate Chambers LLC) for the claimantLow Chai Chong, Manfred Lum Rui Loong and Shermaine Lim Jia Qi (Dentons Rodyk & Davidson LLP) for the defendant."
[2024] SGHC 114,Contract — Discharge — Anticipatory breach,2024,https://www.elitigation.sg/gd/s/2024_SGHC_114,2899,33,Choo Han Teck J,Samuel Richard Sharpe (Sharpe & Jagger LLC) for the claimantGoh Seow Hui and Cristel Chong Kar Yee (Bird & Bird ATMD LLP) for the defendant.
[2024] SGHCF 20,Family Law—Procedure—Costs,2024,https://www.elitigation.sg/gd/s/2024_SGHCF_20,1922,21,Choo Han Teck J,Lim Lei Theng (Allen & Gledhill LLP) for the Nominal 1st and 2nd  PlaintiffsHu Huimin and See Tow Soo Ling (CNPLaw LLP) for the Nominal 3rd PlaintiffOei Ai Hoea Anna (Tan Oei & Oei LLC) for the Nominal Defendant.
[2024] SGHC(I) 11,Civil Procedure — Costs,2024,https://www.elitigation.sg/gd/s/2024_SGHCI_11,1975,30,Sir Vivian Ramsey IJ,"Senthil Dayalan, Tharanii Thiyagarajan and Paul Aman Singh Sambhi (Dentons Rodyk & Davidson LLP) for the claimant Koh Choon Guan Daniel, Wong Hui Yi Genevieve and Smrithi Sadasivam (Eldan Law LLP) for the defendant."
[2024] SGHC 116,"Insolvency Law — Winding up — Winding-up order, Insolvency Law — Winding up — Inability to pay debts 
",2024,https://www.elitigation.sg/gd/s/2024_SGHC_116,9606,85,Christopher Tan JC,Toh Yunyuan Selina and Lin Yuankai (Premier Law LLC) for the Claimant Celine Liow Wan-Ting (Forte Law LLC) for the Defendant Kwang Jia Min for the Official Receiver.
[2024] SGHC 108,"Landlord and Tenant — Covenants — Breach of tenant's covenants, Landlord and Tenant — Termination of leases — Forfeiture — Waiver of right to forfeiture, Landlord and Tenant — Recovery of possession — Holding over — Double rent chargeable for duration of holding over 
, Landlord and Tenant — Termination of leases — Forfeiture — Requirements under section 18(1) of Conveyancing and Law of Property Act",2024,https://www.elitigation.sg/gd/s/2024_SGHC_108,19573,164,Kwek Mean Luck J,"Marina Chin Li Yuen SC, Darren Ng Zhen Qiang, Gitta Priska Adelya and Nayo Leong (Tan Kok Quan Partnership) for the claimant Goh Aik Leng Mark and Ong Boon Chong (VanillaLaw LLC) for the defendants."
[2024] SGHC(A) 13,"Civil Procedure — Pleadings, Contract — Remedies — Deposits, Civil Procedure — Appeals — New points, Land — Sale of land — Contract — Options to purchase, Contract — Remedies — Liquidated damages — Penalties, Civil Procedure — Payments into and out of court — Interest
 
",2024,https://www.elitigation.sg/gd/s/2024_SGHCA_13,15519,174,Woo Bih Li JAD,"Lee Peng Khoon Edwin, Amanda Koh Jia Yi and Mirza Akmal Bin Mohamad Shahri (Eldan Law LLP) for the appellant Lin Hui Yin Sharon, Oh Zhen Hao Thaddeus (Hu Zhenhao) and Phng Boon Yew Gideon (Withers KhattarWong LLP) for the respondents."
[2024] SGHC 113,"Admiralty and Shipping — Admiralty jurisdiction and arrest — Action in rem — Statutory liens, Insolvency Law — Administration of insolvent estates — Judicial management — Whether the issuance of an in rem writ renders the in rem writ claimant a creditor of the owner of the vessel within the meaning of s 115 of the Insolvency, Restructuring and Dissolution Act, Insolvency Law — Administration of insolvent estates — Judicial management — Ex parte James principle — Whether the Ex parte James principle affords a free-standing right to recover the net proceeds of the sale of the vessel in Gibraltar — Whether the conduct of the judicial managers rose to a level of opprobrium that required intervention by the court
, Insolvency Law — Administration of insolvent estates — Judicial management — Disposal of assets — Sale of vessel effected by judicial sale in Gibraltar following arrest by the mortgagee — Whether the issuance of an in rem writ in Singapore causes a vessel to be subject to a security within the meaning of s 100(2)(a) of the Insolvency, Restructuring and Dissolution Act",2024,https://www.elitigation.sg/gd/s/2024_SGHC_113,10296,90,S Mohan J,"Seah Lee Guan Collin, Jonathan Lim Shi Cao, Choi Yee Hang Ian, Tessa Lim Yong Rong and Lee Chong Jie (Resource Law LLC) for the plaintiffs in OS 902 and OS 903 Lin Weiwen Moses, Soong Jun De, Ryan Mark Lopez and Manvindar Kaur Sethi D/O Sarwan Singh (Shook Lin & Bok LLP) for the plaintiff in OS 23 Thio Shen Yi SC (TSMP Law Corporation) (instructed), Sze Kian Chuan, Lee Koon Foong Adam Hariz, Tan Shi Yun Jolene and Sonia Elizabeth Rajendra (Joseph Tan Jude Benny LLP) for the defendants in OS 902, OS 903 and OS 23."
[2024] SGHC 111,"Legal Profession — Admission
 
, Legal Profession — Duties — Duty of candour, Legal Profession — Disciplinary proceedings — Application pursuant to sections 16(4) and 98 of the Legal Profession Act 1966",2024,https://www.elitigation.sg/gd/s/2024_SGHC_111,8274,0,Sundaresh Menon CJ,"Jeyendran s/o Jeyapal, Pesdy Tay and Lim Toh Han (Attorney-General's Chambers) for the applicant Nakoorsha bin Abdul Kadir, Michelle Tan Hui Ming and Rasveen Kaur (Nakoorsha Law Corporation) for the respondent Sanjiv Rajan and Kenneth Lim Tao Chung (Allen & Gledhill LLP) for the Law Society of Singapore."
[2024] SGCA 12,"Arbitration — Award — Final Award — Whether a conditional award can be a final award
, Arbitration — Arbitral tribunal — Jurisdiction — Whether a tribunal may impliedly reserve its jurisdiction",2024,https://www.elitigation.sg/gd/s/2024_SGCA_12,5839,0,Sundaresh Menon CJ,"Karnan s/o Thirupathy, Charlene Sim Yan and Tan Yu Qing (Legal Solutions LLC) for the appellant Ng Kim Beng, Benny Santoso and Timothy James Chong Wen An (Rajah & Tann Singapore LLP) for the respondent."
[2024] SGHC 109,"Criminal Law — Abetment, Criminal Law — Offences — Rape",2024,https://www.elitigation.sg/gd/s/2024_SGHC_109,35880,301,Mavis Chionh Sze Chyi J,"Wong Li-Jing Gail, Ang Siok Chen and Lim Ying Min (Attorney-General's Chambers) for the Prosecution Chua Eng Hui, Luo Ling Ling, Joshua Ho Jin Le and Leong Zhen Yang (Luo Ling Ling LLC) for the accused."
[2024] SGHC 110,"Contract — Remedies — Damages, Contract — Breach — Repudiatory breach, Contract — Remedies — Specific performance, Evidence — Admissibility of evidence — Hearsay, Tort — Misrepresentation — Fraudulent misrepresentation, Tort — Misrepresentation — Negligent misrepresentation 
, Companies — Incorporation of companies — Lifting corporate veil",2024,https://www.elitigation.sg/gd/s/2024_SGHC_110,26619,211,Teh Hwee Hwee J,"Lye Hoong Yip Raymond (Union Law LLP) for the plaintiffs Zhulkarnain bin Abdul Rahim, Lum Rui Loong Manfred, Sean Chen Siang En and Lam Zhi Yong Daniel (Dentons Rodyk & Davidson LLP) for the defendants."
[2024] SGHC(I) 12,Civil Procedure — Costs — Security,2024,https://www.elitigation.sg/gd/s/2024_SGHCI_12,2619,41,Sir Henry Bernard Eder IJ,"Foo Maw Shen, Chu Hua Yi and Foo Jyh Howe (FC Legal Asia LLC) for the claimant Nair Suresh Sukumaran, Noel Chua Yi How and Alex Chia Yao Wei (PK Wong & Nair LLC) for the defendant."
[2024] SGHC(A) 12,"Family Law — Maintenance — Child, Family Law — Maintenance — Wife
, Family Law — Matrimonial assets — Division — Non-financial contributions, Family Law — Matrimonial assets — Division — Total value of matrimonial pool, Family Law — Matrimonial assets — Division — Dual-income and single-income marriage, Family Law — Matrimonial assets — Central Provident Fund — Repayment of moneys used to purchase matrimonial home",2024,https://www.elitigation.sg/gd/s/2024_SGHCA_12,4563,43,Debbie Ong Siew Ling JAD,Ang Hui Tsun (Louis Lim & Partners) for the appellant Augustine Thung Hsing Hua (Yeo & Associates LLC) for the respondent.
[2024] SGHC(I) 13,"Civil Procedure — Service, Arbitration — Agreement — Breach, Arbitration — Anti-suit injunction",2024,https://www.elitigation.sg/gd/s/2024_SGHCI_13,5879,70,Sir Henry Bernard Eder IJ,"Daniel Chia Hsiung Wen, Ker Yanguang (Ke Yanguang), Charlene Wee Swee Ting and Chan Kit Munn Claudia (Prolegis LLC) for the claimant Liew Yik Wee and Wong Wan Chee (Rev Law LLC) for the defendant."
[2024] SGHC 107,Arbitration — Award — Recourse against award — Setting aside,2024,https://www.elitigation.sg/gd/s/2024_SGHC_107,23579,190,Kristy Tan JC,"Tan Chee Meng SC, Lim Wei Lee, Frank Oh Sheng Loong, Daryl Wong Zheng Hui, Wee Min and Chin Ming Fwu (WongPartnership LLP) for the claimant Lai Yew Fei, Tao Tao and Brendan Tan Zi Jian (Rajah & Tann Singapore LLP) for the defendant."
[2024] SGHC 106,"Civil Procedure — Discovery of documents — Specific discovery, Abuse of Process — Riddick principle — Whether leave should be granted to lift the Riddick undertaking",2024,https://www.elitigation.sg/gd/s/2024_SGHC_106,1454,16,Choo Han Teck J,"Jordan Tan, Victor Leong, and Lim Jun Heng (Audent Chambers LLC) (instructed) for the plaintiffsDaniel Soo Ziyang and Cumara Kamalacumar (Selvam LLC) for the defendant."
[2024] SGHCF 19,"Family Law — Consent orders — Variation, Family Law — Child — Whether child should be moved from local school to international school",2024,https://www.elitigation.sg/gd/s/2024_SGHCF_19,1589,15,Choo Han Teck J,The appellant-in-personThe respondent-in-person.
[2024] SGHC 105,"Insolvency Law — Insolvency set-off — Whether legal set-off or equitable set-off can be asserted against company in liquidation, Insolvency Law — Insolvency set-off — Whether claims based on defendant's misfeasance or wrongdoing are within the scope of insolvency set-off, Insolvency Law — Winding up — Winding-up order — Plaintiff protected by moratorium under s 133(1) Insolvency, Restructuring and Dissolution Act 2018 (2020 Rev Ed) — When counterclaim can be brought by defendant without leave of court",2024,https://www.elitigation.sg/gd/s/2024_SGHC_105,10988,103,Goh Yihan J,"Ong Boon Hwee William, Lee Bik Wei, Chew Jing Wei and Kay Tan Jia Xian (Allen & Gledhill LLP) for the plaintiffs in Suit 363 and Suit 364 Thio Shen Yi SC, Nanthini d/o Vijayakumar, Nguyen Vu Lan, Terence Yeo and Ng Qiheng Glenn (TSMP Law Corporation) for the defendants in Suit 363 and Suit 364."
[2024] SGHC(I) 10,"Arbitration — Confidentiality — Application for redaction and sealing orders, Civil Procedure — Affidavits — Application for leave to file further affidavits 
, Civil Procedure — Extension of time — Application for a retrospective extension of time to file an application to set aside an enforcement order, Arbitration — Enforcement — Application to set aside order granting leave to enforce an arbitral award in the same manner as a judgment of the court, Civil Procedure — Service — Requirements for valid service of documents out of jurisdiction on a ""State"" within the meaning of the State Immunity Act 1979",2024,https://www.elitigation.sg/gd/s/2024_SGHCI_10,22680,253,Roger Giles IJ,"Mahesh Rai s/o Vedprakash Rai, Yong Wei Jun Jonathan and Melissa Ng Li Ling (Drew & Napier LLC) for the first and second plaintiffs Francis Xavier SC, Hamidul Haq, Chee Fei Josephine, Tan Hua Chong Edwin, Kristin Ng Wei Ting, Liew Min Yi Glenna, Veltrice Tan Yin Rong and Bernice Tan Rui Lin (Rajah & Tann Singapore LLP) for the defendant."
[2024] SGHC(A) 11,Family Law — Matrimonial assets — Division,2024,https://www.elitigation.sg/gd/s/2024_SGHCA_11,8046,0,Debbie Ong Siew Ling JAD,"N. Sreenivasan SC, Liyana Sinwan, Kamini Devadass (K&L Gates Straits Law LLC) (instructed), Andrew Lee Weiming and Ling Wei Hong (PDLegal LLC) for the appellant Tan Xuan Qi Dorothy and Nah Xiang Ling Charlene (PKWA Law Practice LLC) for the respondent."
[2024] SGHC 99,Criminal Law — Statutory offences — Misuse of Drugs Act,2024,https://www.elitigation.sg/gd/s/2024_SGHC_99,19737,187,Aedit Abdullah J,"Sunil Nair, Jotham Tay Zi Xun and Tung Shou Pin (Attorney-General's Chambers) for the Prosecution Cheong Jun Ming Mervyn and Lim Yi Zheng (Advocatus Law LLP), and Skandarajah s/o Selvarajah (M/s S Skandarajah & Co) for the Accused."
[2024] SGHC 104,Land — Strata titles — Land Titles (Strata) Act ,2024,https://www.elitigation.sg/gd/s/2024_SGHC_104,17167,148,Christopher Tan JC,"N Sreenivasan SC, Valerie Ang and Felicia Tee (K&L Gates Straits Law LLC) (instructed), Steven Seah and Nicole Huang (Seah Ong & Partners LLP) for the claimants Zhuo Jiaxiang, Ngo Wei Shing and Kyle Chong (Providence Law Asia LLC) for the first defendant Peh Aik Hin and Rebecca Chia (Allen & Gledhill LLP) for the second defendant Hui Choon Wai and Luke Chew (Wee Swee Teow LLP) for the third to fifth defendants."
[2024] SGHC(I) 9,Arbitration — Award — Setting aside,2024,https://www.elitigation.sg/gd/s/2024_SGHCI_9,5868,0,Vivian Ramsey IJ,"Lim Gerui, Tan Yuan Kheng, Tan Sih Si (Chen Shisi) and Teo Jue Luo Melinna (Drew & Napier LLC) for the claimant Lin Weiqi Wendy, Chong Wan Yee Monica (Zhang Wanyu), Hoh Zi Quan Marcus and Chen Kin Wye Andrew (WongPartnership LLP) for the respondent."
[2024] SGHC 102,"Intellectual Property — Trade marks and trade names — Passing off
, Intellectual Property — Trade marks and trade names — Infringement — Internet usage",2024,https://www.elitigation.sg/gd/s/2024_SGHC_102,10071,112,Dedar Singh Gill J,Phipps Jonathan (LegalStandard LLP) for the claimant Mohamed Zikri Bin Mohamed Muzammil and Quay Wee Meng Andrew (Hin Tat Augustine & Partners) for the defendant.
[2024] SGHC 103,"Contract — Formation — Certainty of terms, Tort — Misrepresentation — Fraud and deceit, Tort — Misrepresentation — Negligent misrepresentation, Statutory Interpretation — Construction of statute — Whether Estate Agents Act 2010 and subsidiary legislation confer private rights of suits in respect of an estate agent's breach of statutory duty  
",2024,https://www.elitigation.sg/gd/s/2024_SGHC_103,12373,168,S Mohan J,Chuah Chee Kian Christopher and Hoe Siew Min Deborah (Christopher Chuah Law Chambers LLC) (instructed) and Low Hong Quan (Fervent Chambers LLC) for the plaintiff Lin Hui Yin Sharon and Lim Chong Hian (Withers KhattarWong LLP) for the first and second defendants The third defendant absent and unrepresented.
[2024] SGHC(I) 8,"Civil Procedure — Costs — Principles — Principles on assessment of costs for proceedings in Singapore International Commercial Court — Reasonableness and proportionality of costs — Disparity between quantum of costs estimates of parties, Civil Procedure — Costs — Principles — Principles on assessment of costs for proceedings in Singapore International Commercial Court — Reasonableness and proportionality of costs — Factors relevant to assessment of reasonableness and proportionality of costs awarded pursuant to Order 22 rule 3(2) of Singapore International Commercial Court Rules 2021
",2024,https://www.elitigation.sg/gd/s/2024_SGHCI_8,3347,33,Philip Jeyaretnam J,"Vergis S Abraham SC, Asiyah binte Ahmad Arif, Ngo Wei Shing (Wu Weishen) and Liu Enning (Providence Law Asia LLC), Harish Salve KC (Blackstone Chambers) for the claimant Cavinder Bull SC, Foo Yuet Min, Tay Hong Zhi Gerald, Tan Yi Fan and Tan Pei Han (Drew & Napier LLC), Nicholas Emmet Graham Leslie (Fountain Court Chambers), Ketan Gaur and Aayush Mitruka (Trilegal) for the defendant."
